,Weight
124,0.005531930519447573
125,4.000592276027332e-06
126,4.00059207829702e-06
127,4.000591880571709e-06
128,4.0005916828514184e-06
129,4.000591485136093e-06
130,4.0005912874258066e-06
131,4.000591089720473e-06
132,4.000590892020184e-06
133,4.000590694324875e-06
134,4.000590496634585e-06
135,4.000590298949246e-06
136,0.03163659318275991
137,4.000590101268962e-06
138,4.0005899035936276e-06
139,4.000589705923364e-06
140,4.000589508258088e-06
141,4.00058931059778e-06
142,4.000589112942454e-06
143,4.000588915292173e-06
144,4.000588717646878e-06
145,4.000588520006604e-06
146,4.000588322371319e-06
147,4.000588124741062e-06
148,4.000587927115708e-06
149,4.000587729495469e-06
150,4.00058753188018e-06
151,4.000587334269931e-06
152,4.000587136664618e-06
153,4.0005869390643334e-06
154,4.000586741469081e-06
155,4.000586543878818e-06
156,4.000586346293575e-06
157,4.000586148713283e-06
158,4.000585951138046e-06
159,4.00058575356781e-06
160,0.043679569919695814
161,4.000585556002527e-06
162,4.0005853584422926e-06
163,4.000585160887029e-06
164,4.000584963336786e-06
165,4.000584765791546e-06
166,4.000584568251314e-06
167,4.000584370716075e-06
168,4.000584173185876e-06
169,4.00058397566066e-06
170,4.000583778140438e-06
171,4.000583580625205e-06
172,4.000583383115002e-06
173,4.000583185609832e-06
174,4.000582988109603e-06
175,4.000582790614392e-06
176,4.00058259312422e-06
177,4.0005823956390415e-06
178,4.000582198158857e-06
179,4.000582000683683e-06
180,4.000581803213546e-06
181,4.000581605748366e-06
182,0.10268877499324454
183,4.034371914138512e-06
184,4.034371072868546e-06
185,4.034370231592353e-06
186,4.034369390309939e-06
187,4.034368549021308e-06
188,4.034367707726457e-06
189,4.034366866425367e-06
190,4.0343660251180905e-06
191,4.034365183804613e-06
192,4.034364342484905e-06
193,4.034363501158995e-06
194,4.0343626598268185e-06
195,4.034361818488483e-06
196,4.034360977143927e-06
197,4.034360210184054e-06
198,4.03435944321846e-06
199,4.034358676247089e-06
200,4.0343579092700175e-06
201,4.034357142287195e-06
202,4.034356375298616e-06
203,4.034355608304317e-06
204,4.030773941273235e-06
205,4.0307732191624965e-06
206,0.06781617904462187
207,4.01737224994845e-06
208,4.0173713938261745e-06
209,4.017370537700329e-06
210,4.0173696815708344e-06
211,4.017368825437578e-06
212,4.017367969300661e-06
213,4.017367113160156e-06
214,4.017366257015925e-06
215,4.017365400868045e-06
216,4.017364544716476e-06
217,4.0173636885612595e-06
218,4.017362832402353e-06
219,4.017361976239783e-06
220,4.01736112007356e-06
221,4.017360263903655e-06
222,4.017359407730082e-06
223,4.017358551552856e-06
224,4.017357695371945e-06
225,4.017356839187359e-06
226,4.017355982999087e-06
227,4.017355126807165e-06
228,4.017354270611523e-06
229,4.017353414412322e-06
230,4.0173525582093805e-06
231,4.0173517020027725e-06
232,4.017350845792503e-06
233,4.017349989578567e-06
234,4.017349133360928e-06
235,4.017348277139667e-06
236,4.0173474209147085e-06
237,4.017346564686097e-06
238,4.01734570845379e-06
239,4.01734485221784e-06
240,4.0173439959781885e-06
241,4.0173431397349006e-06
242,4.017342283487944e-06
243,4.017341427237263e-06
244,4.017340570982961e-06
245,0.016442938061094554
246,4.017339714724984e-06
247,4.017338858463313e-06
248,4.017338002198141e-06
249,4.0173371459293375e-06
250,4.017336289657027e-06
251,4.017335433381196e-06
252,4.017334577101833e-06
253,4.017333720818886e-06
254,4.017332864532391e-06
255,4.017332008242358e-06
256,4.017331151948784e-06
257,4.017330295651633e-06
258,4.017329439350989e-06
259,4.017328583046753e-06
260,4.01732772673896e-06
261,4.017326870427646e-06
262,4.017326014112803e-06
263,4.017325157794379e-06
264,4.017324301472418e-06
265,4.017323445146889e-06
266,4.0173225888178584e-06
267,4.017321732485258e-06
268,4.017320876149074e-06
269,4.01732001980941e-06
270,4.0173191634661856e-06
271,4.017318307119353e-06
272,4.017317450768989e-06
273,4.017316594415106e-06
274,4.017315738057662e-06
275,4.017314881696683e-06
276,0.02952263929782252
277,4.0113578754251225e-06
278,4.011356959495578e-06
279,4.011356043561833e-06
280,4.011355127623959e-06
281,4.011354211681943e-06
282,4.011353295735775e-06
283,4.011352379785472e-06
284,4.011351463831013e-06
285,4.011350547872427e-06
286,4.011349631909706e-06
287,4.011348715942797e-06
288,4.011347799971742e-06
289,4.0113468839965884e-06
290,4.01134596801727e-06
291,4.011345052033782e-06
292,4.011344136046188e-06
293,4.0113432200544165e-06
294,4.011342304058508e-06
295,4.011341388058448e-06
296,4.011340472054295e-06
297,4.011339556045945e-06
298,4.0113386400334184e-06
299,4.011337724016811e-06
300,4.0113368079960365e-06
301,4.0113358919711045e-06
302,4.011334975942021e-06
303,4.0113340599088215e-06
304,0.026533258753459507
305,4.0113331500088144e-06
306,4.011332240101963e-06
307,0.019848169831157468
308,4.045192890463673e-06
309,4.0451923675392404e-06
310,4.0451918446221985e-06
311,4.0451913217125106e-06
312,0.02462769760180248
313,4.04519079881018e-06
314,4.045190336681958e-06
315,4.0451898745609486e-06
316,0.03916629982619966
317,4.056091027411875e-06
318,4.056090674321469e-06
319,4.0560903212393604e-06
320,4.056089968165579e-06
321,4.0560896151001355e-06
322,4.056089262042971e-06
323,4.0560889089941135e-06
324,4.05608855595361e-06
325,4.056088202921408e-06
326,4.0560878498974995e-06
327,4.0560874968818955e-06
328,4.05608714387468e-06
329,4.056086790875655e-06
330,4.056086437885011e-06
331,4.05608613223448e-06
332,4.056085826593117e-06
333,4.056085520961042e-06
334,4.056085215338166e-06
335,4.056084909724561e-06
336,4.0560846041201225e-06
337,4.056084298524892e-06
338,4.056083992938908e-06
339,0.07120696744690168
340,4.048732333664433e-06
341,4.048731954583251e-06
342,4.048731575514014e-06
343,4.048731196456687e-06
344,4.048730817411368e-06
345,4.048730438377933e-06
346,4.048730059356472e-06
347,4.048729680346985e-06
348,4.04872930134939e-06
349,4.048728922363707e-06
350,4.048728543389948e-06
351,4.048728164428219e-06
352,4.048727785478415e-06
353,4.0487274065405285e-06
354,4.048727027614578e-06
355,4.048726648700607e-06
356,4.048726269798516e-06
357,4.048725890908394e-06
358,4.048725512030219e-06
359,4.048725133163989e-06
360,4.0487247543096385e-06
361,4.048724375467293e-06
362,4.0487239966368986e-06
363,4.048723617818422e-06
364,4.0487232390118974e-06
365,0.025387382350489495
366,4.04872286021727e-06
367,4.048722414028539e-06
368,4.048721967849067e-06
369,4.048721521678845e-06
370,4.048721075517923e-06
371,4.048720629366329e-06
372,4.048720183224009e-06
373,4.048719737090952e-06
374,4.04871929096719e-06
375,4.048718844852731e-06
376,4.0487183987475175e-06
377,4.0487179526516315e-06
378,4.048717506565043e-06
379,4.048717060487688e-06
380,4.048716614419632e-06
381,4.048716168360884e-06
382,4.048715722311439e-06
383,4.048715276271264e-06
384,4.048714830240359e-06
385,4.048714384218742e-06
386,4.048713938206442e-06
387,4.048713492203433e-06
388,4.048713046209698e-06
389,4.048712600225267e-06
390,4.048712154250075e-06
391,4.0487117082841774e-06
392,4.048711262327605e-06
393,4.000735681614429e-06
394,4.000735077343319e-06
395,4.000734473066417e-06
396,4.000733868783802e-06
397,4.0007332644954e-06
398,4.0007326602012796e-06
399,4.0007320559013485e-06
400,4.00073173104609e-06
401,4.000731406190658e-06
402,4.000731081335057e-06
403,4.000730756479254e-06
404,4.000730431623342e-06
405,4.000730106767262e-06
406,4.0007297819109975e-06
407,4.00072945705451e-06
408,4.036598686247366e-06
409,3.9962167245382836e-06
410,3.9962163545574305e-06
411,3.996215984576888e-06
412,3.996215614596723e-06
413,0.0586712378385542
414,3.995742770656892e-06
415,0.046666014138974525
416,3.9957423959526125e-06
417,3.995742147575575e-06
418,3.995741899201341e-06
419,3.995741650829877e-06
420,3.995741402461242e-06
421,3.995741154095448e-06
422,0.016628999730347198
423,4.00785332437983e-06
424,4.007853063390379e-06
425,4.007852802402259e-06
426,4.0078525414155034e-06
427,0.0738165811875901
428,4.007852280430093e-06
429,4.007852019446007e-06
430,4.007851758463275e-06
431,4.007851497481874e-06
432,4.007851236501781e-06
433,4.007850975523115e-06
434,4.0078507145457416e-06
435,4.007850453569719e-06
436,4.0078501925950025e-06
437,4.007849931621663e-06
438,0.025177564694970338
439,4.023186598672778e-06
440,4.0231864272078965e-06
441,4.023186255744595e-06
442,4.023186084282924e-06
443,4.023185912822839e-06
444,0.004550603393859002
445,4.023185741364354e-06
446,4.023185493973296e-06
447,4.023185246582188e-06
448,4.023184999191253e-06
449,4.023184751800388e-06
450,4.023184504409597e-06
451,4.023184257018861e-06
452,4.023184009628209e-06
453,4.023183762237637e-06
454,4.023183514847173e-06
455,4.0231832674567865e-06
456,4.023183020066418e-06
457,4.023182772676171e-06
458,4.023182525286013e-06
459,4.023182277895928e-06
460,4.0231820305059185e-06
461,4.023181783116001e-06
462,4.02318153572613e-06
463,4.023181288336355e-06
464,4.02318104094665e-06
465,4.023180793557032e-06
466,4.0231805461674925e-06
467,4.023180298778015e-06
468,4.023180051388682e-06
469,4.023179803999349e-06
470,4.02317955661011e-06
471,4.023179309220941e-06
472,4.02317906183185e-06
473,4.023178814442845e-06
474,4.0231785670539515e-06
475,4.023178319665077e-06
476,4.023178072276347e-06
477,4.023177824887642e-06
478,4.023177577499005e-06
479,4.023177330110484e-06
480,4.023177082722024e-06
481,4.023176835333609e-06
482,4.023176587945329e-06
483,4.023176340557121e-06
484,0.037446123257647596
485,4.02317609316893e-06
486,4.023175704529786e-06
487,4.023175315888256e-06
488,4.023174927244428e-06
489,4.023174538598296e-06
490,4.138808694622006e-06
491,4.008952026392371e-06
492,4.008951495520356e-06
493,4.008950964644574e-06
494,0.04135264763682888
495,4.008950433765121e-06
496,4.008949871488893e-06
497,4.008949309208278e-06
498,0.08401914295715998
499,0.012311541027901765
500,4.052447436815746e-06
501,4.0524460253887635e-06
502,4.052444613964588e-06
503,4.052443202543229e-06
504,4.0524417911246706e-06
505,4.052440379708942e-06
506,4.052438968296007e-06
507,4.052437556885861e-06
508,4.052436145478525e-06
509,4.052434734074021e-06
510,4.052433322672342e-06
511,4.052431911273427e-06
512,4.052430499877336e-06
