,Weight
273,4.496152293730141e-06
274,4.496151876353087e-06
275,4.496151458977937e-06
276,4.496151041604769e-06
277,4.496150624233573e-06
278,4.4961502068642525e-06
279,4.496149789496929e-06
280,4.496149372131544e-06
281,4.4961489547680805e-06
282,0.004628696952243605
283,4.496148537406577e-06
284,4.496148120046993e-06
285,4.496147702689389e-06
286,4.496147285333716e-06
287,4.4961468679799365e-06
288,4.496146450628218e-06
289,4.49614603327836e-06
290,4.496145615930443e-06
291,4.49614519858448e-06
292,4.496144781240462e-06
293,0.0022480359097318994
294,4.4961430783222535e-06
295,4.496142660969319e-06
296,4.4961422436182655e-06
297,4.496141826269164e-06
298,4.4961414089220185e-06
299,4.496140991576834e-06
300,4.496140574233558e-06
301,4.4961401568922455e-06
302,4.496139739552838e-06
303,4.496139322215427e-06
304,4.496138904879936e-06
305,4.4961384875464e-06
306,4.496138070214803e-06
307,4.496137652885158e-06
308,4.496137235557443e-06
309,0.011735673574226889
310,0.020037576765879115
311,4.495569918576125e-06
312,4.495569168474663e-06
313,0.018756767014509724
314,4.495568418381766e-06
315,0.07006227016519863
316,4.495567668297299e-06
317,4.4955670546045926e-06
318,4.495566440943822e-06
319,4.495565827315126e-06
320,0.009892016266232085
321,4.495565213718324e-06
322,4.495564600153597e-06
323,4.495563986599082e-06
324,4.49556337305481e-06
325,4.495562759520879e-06
326,4.495562145997197e-06
327,4.495561532483746e-06
328,4.495560918980605e-06
329,4.495560305487766e-06
330,4.495559692005139e-06
331,0.02203995558495498
332,4.4955590785328445e-06
333,4.495558517363064e-06
334,4.49555795620366e-06
335,4.495557395054724e-06
336,4.495556833916265e-06
337,4.4955562727882315e-06
338,4.495555711670611e-06
339,4.49555515056345e-06
340,4.495554589466786e-06
341,4.49555402838046e-06
342,0.007171504427144294
343,4.495553467304659e-06
344,4.495552906239287e-06
345,4.495552345182344e-06
346,4.495551784133851e-06
347,4.597567778741964e-06
348,4.495551223093845e-06
349,4.495550699697636e-06
350,4.495550176310457e-06
351,4.495549652932257e-06
352,4.495549129563014e-06
353,4.495548606202722e-06
354,4.495548082851458e-06
355,4.495547559509117e-06
356,4.495547036175777e-06
357,4.495546512851406e-06
358,4.495545989536047e-06
359,4.495545466229627e-06
360,4.495544942932209e-06
361,4.495544419643754e-06
362,4.495543896364271e-06
363,4.495543373093741e-06
364,4.4955428498322364e-06
365,4.495542326579684e-06
366,4.4955418033361295e-06
367,4.495541280101512e-06
368,4.49554075687593e-06
369,4.495540233659305e-06
370,4.495539710451606e-06
371,4.4955391872529405e-06
372,4.495538664063229e-06
373,4.495538140882493e-06
374,4.495537617710754e-06
375,4.495537094547986e-06
376,4.495536571394183e-06
377,4.4955360482493545e-06
378,4.495535525113499e-06
379,4.495535001986634e-06
380,4.495534478868783e-06
381,4.495533955759859e-06
382,4.4955334326599095e-06
383,4.4955329095689896e-06
384,4.495532386486977e-06
385,4.495531863414018e-06
386,4.495531340349999e-06
387,4.495530817294922e-06
388,4.495530294248849e-06
389,4.49552977121175e-06
390,4.495529248183648e-06
391,4.4955287251645255e-06
392,0.03875768674934237
393,4.495528202154385e-06
394,4.495527835715619e-06
395,4.495527469289006e-06
396,4.495527102874456e-06
397,4.495526736472061e-06
398,4.495526370081742e-06
399,4.495526003703559e-06
400,4.49552563733747e-06
401,4.495525270983465e-06
402,4.495524904641595e-06
403,4.4955245383118244e-06
404,4.495524171994139e-06
405,4.495523805688632e-06
406,4.495523439395218e-06
407,4.495523073113883e-06
408,4.495522706844645e-06
409,4.4955223405875475e-06
410,4.49552197434253e-06
411,4.495521608109673e-06
412,0.04772645533995621
413,4.4955212418889e-06
414,4.4955208756802335e-06
415,4.4955205094836755e-06
416,4.49552014329922e-06
417,4.495519777126901e-06
418,4.495519410966684e-06
419,4.495519044818543e-06
420,4.495518678682515e-06
421,4.495518312558613e-06
422,4.495517946446809e-06
423,4.495517580347136e-06
424,4.495517214259575e-06
425,4.495516848184102e-06
426,4.495516482120745e-06
427,0.022796118776736103
428,4.495516116069557e-06
429,4.495515750030435e-06
430,4.495515384003379e-06
431,4.495515017988472e-06
432,4.495514651985731e-06
433,4.495514285995035e-06
434,4.495513920016428e-06
435,4.495513554049995e-06
436,4.495513188095628e-06
437,4.495512822153391e-06
438,4.495512456223248e-06
439,4.495512090305279e-06
440,4.495511724399344e-06
441,4.495511358505563e-06
442,4.49551099262387e-06
443,4.4955106267543055e-06
444,4.495510467992384e-06
445,4.495510309240928e-06
446,4.4955101504999715e-06
447,4.495509991769518e-06
448,4.495509833049534e-06
449,4.495509674340056e-06
450,0.13884094704365094
451,4.509515152987835e-06
452,4.509515144754741e-06
453,4.509515136524021e-06
454,4.509515128295641e-06
455,4.509515120069587e-06
456,4.509515111845941e-06
457,4.509515103624567e-06
458,4.509515095405641e-06
459,4.509515087189005e-06
460,4.50951507897475e-06
461,4.509515070762842e-06
462,4.509515062553288e-06
463,4.509515054346129e-06
464,4.509515046141283e-06
465,4.5095150379387785e-06
466,4.5095150297386915e-06
467,4.5095150215409e-06
468,4.5095150133455055e-06
469,4.509515005152453e-06
470,4.50951499696174e-06
471,4.509514988773377e-06
472,4.509514980587382e-06
473,4.509514972403758e-06
474,4.509514964222454e-06
475,4.509514956043529e-06
476,0.015137354665183782
477,4.509514947866956e-06
478,4.509514939692722e-06
479,4.509514931520877e-06
480,0.007017013583517221
481,4.50951492336132e-06
482,4.509514915204127e-06
483,4.5095149070478605e-06
484,0.020456908710812047
485,4.50951489889251e-06
486,4.509514890738134e-06
487,4.509514882584172e-06
488,4.509514874430648e-06
489,4.50951486627757e-06
490,4.509514858124909e-06
491,4.509514849972732e-06
492,4.509514841820984e-06
493,4.509514833669671e-06
494,4.509514825518834e-06
495,4.509514817368392e-06
496,4.509514809218465e-06
497,4.509514801068962e-06
498,4.509514792919824e-06
499,4.502183124785776e-06
500,4.502182502352815e-06
501,4.502181879918595e-06
502,4.502181257483153e-06
503,4.502180635046365e-06
504,4.502180012608392e-06
505,4.502179390169074e-06
506,4.502178767728541e-06
507,4.502178145286707e-06
508,4.5021775228436485e-06
509,4.502176900399276e-06
510,4.502176277953653e-06
511,4.502175655506779e-06
512,4.502175033058599e-06
