,Weight
76,3.556740823600568e-06
77,3.5567406572163286e-06
78,3.5567404908333723e-06
79,3.5567403244517078e-06
80,3.556740158071262e-06
81,3.556739991692157e-06
82,3.556739825314348e-06
83,3.556739658937772e-06
84,3.5567394925625043e-06
85,3.55673932618853e-06
86,3.556739159815784e-06
87,0.008012928047308354
88,3.5567389934443773e-06
89,3.556738827074237e-06
90,3.5567386607053534e-06
91,3.5567384943378063e-06
92,3.5567383279715358e-06
93,3.556738161606514e-06
94,3.5567379952428355e-06
95,0.05319541449672538
96,3.556737828880316e-06
97,3.556737662519181e-06
98,0.013557904747974206
99,3.556737496159285e-06
100,3.556737329800704e-06
101,3.5567371634433963e-06
102,3.5567369970873867e-06
103,0.009012407254281323
104,3.5567368307326443e-06
105,3.5567366643791593e-06
106,3.556736498027e-06
107,3.556736331676114e-06
108,0.011654243929235104
109,3.554454499065392e-06
110,3.5544543099003835e-06
111,3.554454120736455e-06
112,9.6087938847581e-06
113,3.554453396514975e-06
114,3.5544532073478025e-06
115,3.5544530181816933e-06
116,3.5544528290166136e-06
117,3.554452639852637e-06
118,0.015774039040142778
119,3.5544524506896255e-06
120,3.5544522615277684e-06
121,3.5544520723669247e-06
122,3.554451883207119e-06
123,3.5544516940484057e-06
124,3.5544515048907312e-06
125,3.554451315734086e-06
126,3.554451126578517e-06
127,0.02925399529207363
128,3.5557634371927497e-06
129,3.5557632530735143e-06
130,3.5557630689554144e-06
131,3.555762884838339e-06
132,3.555762700722347e-06
133,3.555762516607404e-06
134,3.5557623324935475e-06
135,3.5557621483807216e-06
136,3.555761964268982e-06
137,3.555761780158327e-06
138,3.555761596048738e-06
139,3.5557614119402047e-06
140,3.555761227832735e-06
141,3.5557610437263262e-06
142,3.5557608596209555e-06
143,3.555760675516716e-06
144,3.555760491413499e-06
145,3.5557603073113846e-06
146,3.555760123210302e-06
147,3.5557599391103108e-06
148,3.5557597550113716e-06
149,0.02000756488346751
150,3.555759570913491e-06
151,3.5557593868167085e-06
152,3.5557592027209944e-06
153,3.555759018626311e-06
154,3.555758834532743e-06
155,3.555758650440186e-06
156,3.5557584663487605e-06
157,3.555758282258346e-06
158,3.5557580981690243e-06
159,3.5557579140807607e-06
160,3.555757729993596e-06
161,3.5557575459074556e-06
162,3.5557573618223603e-06
163,3.555757177738427e-06
164,3.555756993655461e-06
165,3.5557568095736343e-06
166,3.5557566254928546e-06
167,3.5557564414131333e-06
168,3.5557562573344907e-06
169,3.5557560732568806e-06
170,3.5557558891803874e-06
171,3.5557557051049203e-06
172,3.5557555210305785e-06
173,3.555755336957258e-06
174,3.555755152885019e-06
175,3.5557549688138365e-06
176,3.555754784743725e-06
177,3.5557546006746803e-06
178,3.5557544166067387e-06
179,3.5557542325398225e-06
180,3.555754048474025e-06
181,3.5557538644092332e-06
182,0.04362629867927146
183,3.55575368034553e-06
184,3.555753593376935e-06
185,0.08260877837152895
186,3.555753506411394e-06
187,3.555753419448806e-06
188,3.555753332489267e-06
189,3.555753245532727e-06
190,3.555753158579235e-06
191,3.5557530716286666e-06
192,3.5557529846812187e-06
193,3.555752897736696e-06
194,3.5557528107952293e-06
195,3.5557527238567036e-06
196,3.555752636921252e-06
197,3.5557525499888056e-06
198,3.5557524630593753e-06
199,3.5557523761329282e-06
200,3.5557522892095165e-06
201,3.555752202289091e-06
202,3.5557521153716886e-06
203,3.5557520284573143e-06
204,3.5557519415459673e-06
205,3.5557518546375773e-06
206,0.05791590955784113
207,3.5557517677322595e-06
208,3.555751680829881e-06
209,3.555751593929726e-06
210,3.555751507031743e-06
211,3.555751420135868e-06
212,3.5557513332422623e-06
213,3.5557512463507172e-06
214,3.5557511594613842e-06
215,0.023891876280533554
216,3.5562689237485672e-06
217,0.025237913366306854
218,0.009026979251668942
219,3.5635552055344076e-06
220,3.5635548032234165e-06
221,3.5635544009115534e-06
222,3.563553998598766e-06
223,3.5635535962850574e-06
224,3.5635531939704613e-06
225,3.563552791654915e-06
226,3.5635523893385053e-06
227,3.5635519870211937e-06
228,3.563551584702922e-06
229,3.5635511823837493e-06
230,3.563550780063676e-06
231,3.563550377742689e-06
232,3.5635499754208157e-06
233,3.5635495730979996e-06
234,3.563549170774339e-06
235,3.5635487684497043e-06
236,3.5635483661241536e-06
237,0.026272278712555084
238,3.563547963797692e-06
239,0.0005874727415956891
240,3.563547639910063e-06
241,3.5635473160231604e-06
242,3.5635469921368547e-06
243,3.5635466682512183e-06
244,3.5635463443662188e-06
245,3.5635460204819147e-06
246,3.5635456965982564e-06
247,3.5635453727152373e-06
248,0.012183670682755027
249,0.03136028115607353
250,3.555881764547906e-06
251,3.5558817432733156e-06
252,3.5558817219989917e-06
253,3.5558817007250736e-06
254,3.555881679451472e-06
255,3.5558816581782253e-06
256,3.5558816369053097e-06
257,3.5558816156327235e-06
258,3.55588159436051e-06
259,3.5558815730885815e-06
260,3.5558815518170224e-06
261,0.014665385022939025
262,3.558008617781264e-06
263,3.5580085624551595e-06
264,3.558008507131964e-06
265,3.558008451811648e-06
266,3.5580083964942294e-06
267,3.5580083411798024e-06
268,3.558008285868265e-06
269,3.5580082305596834e-06
270,3.558008175253957e-06
271,3.558008119951173e-06
272,3.5580080646512884e-06
273,3.5580080093543433e-06
274,3.558007954060292e-06
275,0.011380825408840578
276,3.558007898769174e-06
277,3.558007843481008e-06
278,3.55800778819571e-06
279,3.558007732913318e-06
280,3.558007677633896e-06
281,3.558007622357372e-06
282,3.5580075670837357e-06
283,3.5580075118130664e-06
284,3.558007456545314e-06
285,3.5580074012804286e-06
286,3.5580073460185024e-06
287,3.5580072907594917e-06
288,0.050378472831489496
289,0.06418207427332595
290,3.5580072355034113e-06
291,3.558007180250281e-06
292,3.558007124999985e-06
293,3.5580070697526237e-06
294,3.5580070145082014e-06
295,3.5580069592666985e-06
296,3.558006904028115e-06
297,3.5580068487924357e-06
298,3.558006793559697e-06
299,3.558006738329892e-06
300,3.5580066831029787e-06
301,3.558006627878986e-06
302,3.5580065726579165e-06
303,3.5580065174397404e-06
304,3.558006462224524e-06
305,3.5580064070122156e-06
306,3.5580063518028165e-06
307,0.018427055451088605
308,3.558006296596348e-06
309,3.5580062413927604e-06
310,3.558006186190832e-06
311,3.5580061309904124e-06
312,3.5580060757916575e-06
313,0.042245756734505126
314,3.5580060205944904e-06
315,3.5580060123017558e-06
316,3.5580060040115407e-06
317,3.558005995723912e-06
318,3.558005987438771e-06
319,3.5580059791561538e-06
320,3.5580059708760425e-06
321,3.558005962598566e-06
322,3.558005954323523e-06
323,3.5580059460510217e-06
324,3.558005937781111e-06
325,3.5580059295136783e-06
326,3.5580059212487785e-06
327,3.5580059129864443e-06
328,3.558005904726624e-06
329,3.558005896469327e-06
330,3.5580058882145325e-06
331,3.558005879962299e-06
332,0.007973446417865944
333,3.558005871712592e-06
334,0.0070298676031766375
335,3.558005863465401e-06
336,3.558005855221443e-06
337,3.5580058469807997e-06
338,0.0032759893821529378
339,3.558005838743391e-06
340,3.558005830509218e-06
341,3.5580058222783454e-06
342,3.5580058140506888e-06
343,3.5580058058262966e-06
344,3.558005797605148e-06
345,3.55800578938727e-06
346,3.5580057811726395e-06
347,3.5580057729612492e-06
348,3.5580057647531455e-06
349,3.558005756548283e-06
350,3.5580057483466717e-06
351,3.558005740148307e-06
352,3.558005731953223e-06
353,3.5580057237613896e-06
354,3.558005715572774e-06
355,3.55800570738749e-06
356,3.558005699205401e-06
357,3.558005691026592e-06
358,3.558005682851044e-06
359,3.558005674678681e-06
360,3.55800566650968e-06
361,3.5580056583438747e-06
362,3.5580056501813087e-06
363,3.5580056420220305e-06
364,3.5580056338660163e-06
365,3.558005625713248e-06
366,3.558005617563711e-06
367,3.55800560941745e-06
368,3.5580056012744865e-06
369,0.010127486414037939
370,3.5580055931347087e-06
371,3.558005584998233e-06
372,3.5580055768650218e-06
373,3.5580055687349814e-06
374,3.5580055606083237e-06
375,0.008668570476911028
376,3.5580055524848297e-06
377,3.5580054729334155e-06
378,3.5580053933838318e-06
379,3.5580053138360247e-06
380,3.558005234290127e-06
381,3.5580051547459945e-06
382,3.558005075203702e-06
383,3.55800499566322e-06
384,3.5580049161245974e-06
385,3.5580048365877585e-06
386,3.558004757052788e-06
387,3.5580046775196128e-06
388,3.558004597988341e-06
389,3.5580045184589027e-06
390,3.5580044389311775e-06
391,3.558004359405321e-06
392,0.06533200194683184
393,0.016733993408305153
394,0.0056474582836290015
395,3.5580042798813365e-06
396,3.5580040632939387e-06
397,3.558003846706004e-06
398,3.5580036301175554e-06
399,3.5580034135286105e-06
400,3.55800319693914e-06
401,3.5580029803491553e-06
402,3.5580027637586375e-06
403,3.5580025471675386e-06
404,3.5580023305760187e-06
405,3.558002113983888e-06
406,3.55800189739133e-06
407,3.5580016807982157e-06
408,3.558001464204572e-06
409,3.558001247610407e-06
410,3.5580010310157257e-06
411,3.558000814420518e-06
412,3.5580005978248115e-06
413,3.5580003812285478e-06
414,3.558000164631816e-06
415,3.557999948034502e-06
416,3.557999731436746e-06
417,3.557999514838418e-06
418,3.5579992982395564e-06
419,3.557999081640204e-06
420,3.5579988650403167e-06
421,3.5579986484399254e-06
422,0.05979708106929193
423,3.5579984318390293e-06
424,3.5579982152375585e-06
425,3.5579979986356777e-06
426,3.5579977820333374e-06
427,3.5579975654304643e-06
428,3.5579973488272244e-06
429,3.557997132223527e-06
430,3.557996915619323e-06
431,3.5579966990146656e-06
432,3.5579964824095263e-06
433,3.557996265803966e-06
434,3.5579960491979313e-06
435,3.5579958325914587e-06
436,3.557995615984545e-06
437,3.5579953993771414e-06
438,3.557995182769234e-06
439,3.5579949661609424e-06
440,3.5579947495521486e-06
441,3.5579945329429147e-06
442,3.557994316333235e-06
443,3.557994099723104e-06
444,3.557993883112462e-06
445,3.557993666501355e-06
446,3.5579934498898656e-06
447,3.5579932332778327e-06
448,3.5579930166654208e-06
449,3.557992800052501e-06
450,3.5579925834391298e-06
451,3.5579923668252783e-06
452,3.5579921502110063e-06
453,3.5579919335962506e-06
454,3.5579917169810794e-06
455,3.5579915003654e-06
456,3.557991283749287e-06
457,3.5579910671326957e-06
458,3.5579908505156933e-06
459,3.557990633898175e-06
460,3.557990417280213e-06
461,3.5579902006617975e-06
462,3.55798998404295e-06
463,3.5579897674236066e-06
464,3.5579895508038085e-06
465,3.557989334183562e-06
466,3.557989117562841e-06
467,3.557988900941674e-06
468,3.5579886843200456e-06
469,3.557988467697961e-06
470,3.5579882510754252e-06
471,3.5579880344524406e-06
472,3.557987817828981e-06
473,3.5579876012050585e-06
474,3.5579873845806576e-06
475,3.55798716795584e-06
476,3.5579869513305426e-06
477,3.5579867347048094e-06
478,3.5579865180785798e-06
479,3.5579863014519194e-06
480,3.5579860848247627e-06
481,3.557985868197208e-06
482,3.5579856515691394e-06
483,3.5579854349406516e-06
484,3.557985218311647e-06
485,3.557985001682291e-06
486,3.557984785052351e-06
487,3.557984568422042e-06
488,3.5579843517912187e-06
489,3.557984135159949e-06
490,3.5579839185282516e-06
491,3.557983701896074e-06
492,3.5579834852634617e-06
493,3.557983268630354e-06
494,3.557983051996813e-06
495,3.55798283536279e-06
496,3.557982618728351e-06
497,3.557982402093417e-06
498,0.019848326038633724
499,3.5536312414973984e-06
500,3.5536310908509057e-06
501,3.5536309402057152e-06
502,3.5536307895618415e-06
503,3.5536306389192503e-06
504,3.5536304882779744e-06
505,3.5536303376379683e-06
506,3.5536301869992958e-06
507,3.5536300363618998e-06
508,3.5536298857257967e-06
509,3.5536297350909727e-06
510,3.5536295844574807e-06
511,3.5536294338252673e-06
512,3.553629283194354e-06
