,Weight
85,5.674538075201254e-06
86,5.6745363510178655e-06
87,5.674534626822808e-06
88,5.674532902615991e-06
89,5.674531178397412e-06
90,5.674529454167092e-06
91,5.674527729925047e-06
92,5.674526005671245e-06
93,5.6745242814057075e-06
94,5.674522557128455e-06
95,5.674520832839475e-06
96,5.674519108538756e-06
97,5.674517384226287e-06
98,5.674515659902079e-06
99,5.674513935566158e-06
100,5.674512211218484e-06
101,5.674510486859047e-06
102,5.786309386468934e-06
103,5.650622230801685e-06
104,5.650621991936382e-06
105,5.650621753085953e-06
106,5.650621514250361e-06
107,5.6506212754295625e-06
108,5.6506210366236765e-06
109,5.650620797832665e-06
110,5.650620559056498e-06
111,5.650620320295139e-06
112,5.650620081548666e-06
113,5.6506198428170526e-06
114,5.650619604100288e-06
115,5.6506193653984e-06
116,5.650619126711374e-06
117,5.65061888803922e-06
118,5.650618649381899e-06
119,5.650618410739421e-06
120,5.6506181721118516e-06
121,0.01263501497119034
122,5.654089332964271e-06
123,5.65408912908039e-06
124,5.65408892521173e-06
125,5.6540887213582245e-06
126,5.654088517519986e-06
127,5.654088313696915e-06
128,5.654088109889053e-06
129,5.654087906096455e-06
130,5.654087702319016e-06
131,5.6540874985568166e-06
132,5.6540872948098165e-06
133,5.654087091078e-06
134,5.6540868873614385e-06
135,5.6540866836600935e-06
136,5.654086479973892e-06
137,5.654086276302956e-06
138,5.654086072647206e-06
139,5.654085869006691e-06
140,5.654085665381369e-06
141,5.6540854617712645e-06
142,5.654085258176429e-06
143,5.654085054596711e-06
144,5.654084851032274e-06
145,5.654084647483008e-06
146,5.654084443948997e-06
147,5.65408424043016e-06
148,5.654084036926572e-06
149,5.654083833438196e-06
150,5.654083629965064e-06
151,5.654083426507068e-06
152,5.654083223064303e-06
153,5.654083019636809e-06
154,5.654082816224472e-06
155,5.654082612827425e-06
156,5.65408240944555e-06
157,5.65408220607888e-06
158,5.654082002727417e-06
159,5.654081799391196e-06
160,5.654081596070245e-06
161,5.654081392764452e-06
162,5.654081189473883e-06
163,5.6540809861985115e-06
164,5.654080782938427e-06
165,5.654080579693523e-06
166,5.6540803764638545e-06
167,5.654080173249353e-06
168,5.654079970050167e-06
169,5.654079766866118e-06
170,5.654079563697299e-06
171,5.65407936054373e-06
172,5.654079157405406e-06
173,5.654078954282252e-06
174,5.654078751174338e-06
175,5.6540785480816365e-06
176,5.6540783450042025e-06
177,5.654078141941975e-06
178,5.654077938894984e-06
179,5.6540777358631766e-06
180,5.654077532846574e-06
181,5.654077329845242e-06
182,5.654077126859152e-06
183,5.654076923888203e-06
184,5.654076720932586e-06
185,5.6540765179921645e-06
186,5.6540763150669575e-06
187,5.654076112156962e-06
188,5.654075909262153e-06
189,5.65407570638266e-06
190,5.654075503518356e-06
191,5.654075300669262e-06
192,5.654075097835409e-06
193,5.6540748950168e-06
194,5.654074692213405e-06
195,5.654074489425276e-06
196,5.654074286652304e-06
197,5.654074083894641e-06
198,5.65407388115213e-06
199,5.654073678424914e-06
200,5.654073475712904e-06
201,5.654073273016101e-06
202,5.654073070334554e-06
203,5.654072867668272e-06
204,5.6540726650171525e-06
205,5.654072462381301e-06
206,5.727629694619873e-06
207,5.654072057155291e-06
208,5.6540718545651475e-06
209,5.654071651990196e-06
210,5.6540714494304984e-06
211,5.654071246886077e-06
212,5.654071044356821e-06
213,5.654070841842835e-06
214,5.654070639344122e-06
215,5.654070436860548e-06
216,5.654070234392292e-06
217,5.6540700319392545e-06
218,5.654069829501429e-06
219,5.654069627078864e-06
220,5.654069424671547e-06
221,5.654069222279422e-06
222,5.654069019902543e-06
223,5.654068817540918e-06
224,5.654068615194566e-06
225,5.654068412863404e-06
226,5.654068210547453e-06
227,5.654068008246798e-06
228,5.654067805961355e-06
229,5.654067603691189e-06
230,5.654067401436207e-06
231,5.654067199196474e-06
232,5.654066996971977e-06
233,5.654066794762806e-06
234,5.8610664327754255e-06
235,5.654066592568785e-06
236,5.6540663903900155e-06
237,5.654066188226515e-06
238,5.654065986078249e-06
239,5.6540657839452e-06
240,5.654065581827439e-06
241,0.01618013228590924
242,5.65406537972491e-06
243,5.654065212001939e-06
244,5.6540633183970195e-06
245,5.6540614247834416e-06
246,5.6540595311613475e-06
247,5.654057637530592e-06
248,5.654055743891283e-06
249,5.654053850243387e-06
250,5.65405195658691e-06
251,5.654050062921838e-06
252,5.654048169248175e-06
253,5.654046275565907e-06
254,5.654044381875074e-06
255,5.654042488175622e-06
256,5.654040594467616e-06
257,5.654038700750977e-06
258,5.654036807025773e-06
259,5.654034913291979e-06
260,5.654033019549579e-06
261,5.654031125798603e-06
262,0.0007927266521841856
263,5.654029232039045e-06
264,5.654027338281253e-06
265,0.06638036742544752
266,5.659097539300636e-06
267,5.659095696246591e-06
268,5.65909385318444e-06
269,5.65909201011424e-06
270,5.659090167035917e-06
271,0.020593750379755374
272,5.727628349033293e-06
273,5.6590883239495305e-06
274,5.659088206473643e-06
275,5.65908808900994e-06
276,5.659087971558332e-06
277,0.06455982861346031
278,5.659087854118841e-06
279,5.6590877366916e-06
280,5.659087619276483e-06
281,5.65908750187349e-06
282,5.6590873844826476e-06
283,5.659087267103968e-06
284,5.659087149737461e-06
285,5.776096783884994e-06
286,5.659085189389515e-06
287,5.659085072028832e-06
288,5.6590849546803945e-06
289,5.659084837344056e-06
290,5.659084720019853e-06
291,5.6590846027078404e-06
292,5.659084485407967e-06
293,5.65908436812026e-06
294,5.659084250844726e-06
295,5.6590841335812845e-06
296,5.65908401633006e-06
297,5.659083899090948e-06
298,5.659083781863993e-06
299,5.659083664649161e-06
300,5.659083547446575e-06
301,5.6590834302560945e-06
302,5.6590833130778005e-06
303,5.659083195911635e-06
304,5.65908307875765e-06
305,5.659082961615819e-06
306,5.659082844486114e-06
307,5.6590827273685935e-06
308,5.659082610263221e-06
309,5.659082493169998e-06
310,5.659082376086707e-06
311,5.659082259013315e-06
312,5.659082141949806e-06
313,5.6590820248962496e-06
314,5.659081907852552e-06
315,5.65908179081883e-06
316,5.659081673794965e-06
317,5.65908155678102e-06
318,5.659081439776989e-06
319,5.65908132278287e-06
320,5.659081205798621e-06
321,5.659081088824337e-06
322,5.6590809718599505e-06
323,5.659080854905455e-06
324,5.659080737960867e-06
325,5.659080621026218e-06
326,5.659080504101435e-06
327,5.659080387186608e-06
328,5.659080270281688e-06
329,5.659080153386664e-06
330,5.659080036501553e-06
331,5.659079919626328e-06
332,5.659079802761027e-06
333,5.659079685905676e-06
334,6.352364769965147e-06
335,5.660076094422148e-06
336,5.660075987551853e-06
337,5.6600758806842645e-06
338,5.660075773819374e-06
339,5.660075666957179e-06
340,5.660075560097697e-06
341,5.6600754532409496e-06
342,5.660075346386903e-06
343,5.660075239535534e-06
344,5.660075132686928e-06
345,5.660075025840976e-06
346,5.660074918997756e-06
347,5.660074812157238e-06
348,5.660074705319433e-06
349,5.660074598484326e-06
350,5.660074491651961e-06
351,5.660074384822257e-06
352,5.660074277995281e-06
353,5.660074171171045e-06
354,5.6600740643494716e-06
355,5.660073957530582e-06
356,5.660073850714442e-06
357,5.660073743900992e-06
358,5.660073637090261e-06
359,5.66007353028223e-06
360,5.660073423476931e-06
361,5.660073316674288e-06
362,5.660073209874419e-06
363,5.660073103077205e-06
364,5.660072996282697e-06
365,5.660072889490874e-06
366,5.660072782701808e-06
367,5.6600726759154574e-06
368,5.660072569131798e-06
369,5.660072462350828e-06
370,5.6600723555725824e-06
371,5.660072248797026e-06
372,5.660072142024164e-06
373,5.6600720352540156e-06
374,5.6600719284866095e-06
375,5.660071821721865e-06
376,5.660071714959864e-06
377,5.660071608200523e-06
378,5.660071501443923e-06
379,5.660071394689977e-06
380,5.6600712879388115e-06
381,5.660071181190331e-06
382,5.660071074444547e-06
383,5.660070967701462e-06
384,5.66007086096107e-06
385,5.660070754223394e-06
386,5.660070647488417e-06
387,5.660070540756192e-06
388,5.660070434026658e-06
389,5.660070327299781e-06
390,5.660070220575637e-06
391,5.660070113854185e-06
392,5.6600700071354765e-06
393,5.660069900419369e-06
394,5.660069793706068e-06
395,5.660069686995445e-06
396,5.660069580287566e-06
397,5.660069473582346e-06
398,5.660069366879839e-06
399,5.6600692601800344e-06
400,5.660069153482961e-06
401,5.660069046788499e-06
402,5.6600689400968716e-06
403,5.660068833407873e-06
404,5.660068726721577e-06
405,5.660068620038026e-06
406,5.660068513357081e-06
407,5.660068406678962e-06
408,5.660068300003449e-06
409,5.660068193330745e-06
410,5.660068086660623e-06
411,5.660067979993285e-06
412,5.660067873328637e-06
413,5.660067766666704e-06
414,5.660067660007482e-06
415,5.660067553350909e-06
416,5.66006744669706e-06
417,5.66006734004594e-06
418,5.783977589109561e-06
419,5.660067233397504e-06
420,5.6600671267517915e-06
421,5.660067020108767e-06
422,5.660066913468427e-06
423,5.660066806830821e-06
424,5.660066700195941e-06
425,5.660066593563738e-06
426,5.6600664869341876e-06
427,5.660066380307403e-06
428,5.6600662736833195e-06
429,5.660066167061879e-06
430,5.660066060443186e-06
431,5.660065953827198e-06
432,5.6600658472138814e-06
433,5.660065740603309e-06
434,5.6600656339954284e-06
435,5.660065527390244e-06
436,5.660065420787748e-06
437,5.660065314187955e-06
438,0.010624801667006877
439,5.6671803782796635e-06
440,5.667180322145807e-06
441,5.667180266014987e-06
442,5.667180209887149e-06
443,5.667180153762341e-06
444,0.15939793281062153
445,5.677037470300223e-06
446,5.677037137370636e-06
447,5.6770368044500245e-06
448,5.677036471538351e-06
449,5.677036138635645e-06
450,5.6770358057419045e-06
451,5.677035472857084e-06
452,5.6770351399812204e-06
453,5.6770348071143255e-06
454,5.677034474256375e-06
455,5.677034141407366e-06
456,5.677033808567321e-06
457,5.677033475736209e-06
458,5.677033142914101e-06
459,5.677032810100939e-06
460,5.677032477296684e-06
461,5.677032144501414e-06
462,5.677031811715101e-06
463,5.677031478937723e-06
464,5.677031146169296e-06
465,5.677030813409835e-06
466,5.677030480659366e-06
467,5.677030147917789e-06
468,5.677029815185241e-06
469,5.677029482461581e-06
470,5.677029149746863e-06
471,5.677028817041171e-06
472,5.677028484344343e-06
473,5.677028151656581e-06
474,5.6770278189777055e-06
475,5.677027486307773e-06
476,5.677027153646832e-06
477,5.677026820994846e-06
478,5.6770264883517935e-06
479,5.677026155717676e-06
480,5.677025823092593e-06
481,5.6770254904763704e-06
482,5.677025157869146e-06
483,5.6770248252708945e-06
484,5.677024492681571e-06
485,5.677024160101183e-06
486,5.677023827529824e-06
487,0.06916402497366314
488,5.677023494967392e-06
489,5.677023395588416e-06
490,0.034333182833724385
491,5.6710279341851685e-06
492,5.671027774879832e-06
493,5.671027615587549e-06
494,5.67102745630821e-06
495,5.671027297041954e-06
496,5.671027137788722e-06
497,5.671026978548498e-06
498,5.671026819321261e-06
499,5.671026660107089e-06
500,5.671026500905911e-06
501,5.671026341717789e-06
502,5.6710261825426355e-06
503,5.671026023380593e-06
504,5.671025864231503e-06
505,5.6710257050954386e-06
506,5.671025545972403e-06
507,5.671025386862375e-06
508,5.671025227765415e-06
509,5.671025068681467e-06
510,5.671024909610547e-06
511,5.671024750552619e-06
512,0.053663812942146866
