,Weight
157,3.6956699172291204e-06
158,3.695669646715554e-06
159,3.6956693762117116e-06
160,3.6956691057176106e-06
161,3.6956688352331926e-06
162,3.6956685647584874e-06
163,3.6956682942935384e-06
164,3.6956680238382985e-06
165,3.6956677533927394e-06
166,3.695667482956913e-06
167,3.695667212530815e-06
168,0.0017699930547779078
169,3.687256207225945e-06
170,3.6872553781381985e-06
171,3.6872545490489285e-06
172,3.6872537199581334e-06
173,0.010009235971596597
174,3.6872528908658877e-06
175,0.0026440313342255
176,3.6872520359104067e-06
177,3.6872511809595166e-06
178,3.6872503260065936e-06
179,3.687249471051648e-06
180,0.0602360227750254
181,3.68724861609468e-06
182,0.02160355457340048
183,3.695666942114436e-06
184,3.69566667170778e-06
185,0.017289813011206606
186,3.6936957271771986e-06
187,3.6936954447988206e-06
188,3.693695162427571e-06
189,3.6936948800633805e-06
190,3.6936945977063358e-06
191,3.6936943153563236e-06
192,3.693694033013477e-06
193,3.693693750677621e-06
194,3.6936934683489716e-06
195,3.6936931860273697e-06
196,3.693692903712872e-06
197,3.693692621405423e-06
198,3.693692339105141e-06
199,3.6936920568119513e-06
200,3.6936917745258646e-06
201,3.693691492246825e-06
202,3.6936912099749007e-06
203,3.6936909277101085e-06
204,3.6936906454523844e-06
205,3.69369036320175e-06
206,3.6936900809582292e-06
207,3.693689798721842e-06
208,3.6936895164925107e-06
209,3.6936892342702908e-06
210,3.69368895205514e-06
211,3.693688669847108e-06
212,3.6936883876461983e-06
213,3.693688105452377e-06
214,3.6936878232656718e-06
215,3.6936875410860326e-06
216,3.693687258913518e-06
217,0.012875306374922253
218,3.6936869767480843e-06
219,3.693686694589758e-06
220,3.6936864124386997e-06
221,3.693686130294992e-06
222,3.6936858481585415e-06
223,3.6936855660293406e-06
224,3.6936852839074878e-06
225,3.6936850017929313e-06
226,3.6936847196856567e-06
227,3.6936844375856713e-06
228,3.6936841554928704e-06
229,3.693683873407537e-06
230,3.693683591329419e-06
231,3.693683309258597e-06
232,3.6936830271950614e-06
233,3.693682745138826e-06
234,3.6936824630899036e-06
235,3.6936821810482728e-06
236,3.693681899013832e-06
237,0.01972372806480591
238,3.693681616986836e-06
239,3.693681334967062e-06
240,3.6936810529554864e-06
241,3.693680770952002e-06
242,3.6936804889566914e-06
243,3.6936802069695697e-06
244,3.6936799249905753e-06
245,3.693679643019806e-06
246,0.01464923914336056
247,3.702831354527425e-06
248,3.7028313016871164e-06
249,3.7028312488470086e-06
250,0.007201203775840338
251,3.70283119600708e-06
252,3.702831143167368e-06
253,3.702831090327901e-06
254,3.6926874834244358e-06
255,3.7028310374886183e-06
256,3.6903558964436733e-06
257,3.690355871390312e-06
258,3.690355846339346e-06
259,3.6903558212907042e-06
260,3.6903557962443555e-06
261,3.6903557712004207e-06
262,3.6903557461587772e-06
263,3.6903557211195143e-06
264,3.690355696082572e-06
265,3.6903556710480103e-06
266,3.690355646015728e-06
267,3.6903556209857725e-06
268,3.690355595958198e-06
269,3.6903555709329435e-06
270,3.690355545910005e-06
271,3.690355520889456e-06
272,3.6903554958712774e-06
273,3.6903554708553706e-06
274,3.69035544584178e-06
275,3.69035542083059e-06
276,3.6903553958217354e-06
277,3.6903553708152162e-06
278,3.6903553458110484e-06
279,3.690355320809169e-06
280,3.6903552958096364e-06
281,3.6903552708125058e-06
282,3.690355245817619e-06
283,3.6903552208251423e-06
284,3.690355195835022e-06
285,3.690355170847192e-06
286,3.6903551458616833e-06
287,3.690355120878558e-06
288,3.690355095897722e-06
289,3.690355070919288e-06
290,3.690355045943142e-06
291,3.690355020969365e-06
292,3.690354995997926e-06
293,3.690354971028866e-06
294,3.6903549460620584e-06
295,3.6903549210976363e-06
296,3.690354896135528e-06
297,3.690354871175737e-06
298,3.6903548462183284e-06
299,3.690354821263258e-06
300,3.690354796310543e-06
301,3.690354771360095e-06
302,3.690354746412003e-06
303,3.6903547214662974e-06
304,0.006524611677044848
305,3.690354696522917e-06
306,3.6903546715818268e-06
307,3.6903546466431134e-06
308,3.690354621706772e-06
309,3.6903545967726994e-06
310,3.690354571840993e-06
311,3.6903545469116246e-06
312,3.69035452198458e-06
313,0.02286073847695097
314,0.021135609318564366
315,0.13811777159757943
316,0.039180135444586366
317,3.696941134689425e-06
318,3.6969409630136505e-06
319,3.6969407913363127e-06
320,3.6969406196576234e-06
321,3.6969404479775544e-06
322,3.6969402762959293e-06
323,3.696940104612874e-06
324,3.6969399329283546e-06
325,3.6969397612424113e-06
326,3.696939589555023e-06
327,0.014768395758493043
328,3.696939417866162e-06
329,3.6969392461758893e-06
330,3.6969390744840922e-06
331,3.696938902790927e-06
332,3.696938731096283e-06
333,3.6969385594001688e-06
334,3.6969383877026157e-06
335,3.6969382160036556e-06
336,3.696938044303167e-06
337,3.696937872601297e-06
338,3.696937700897952e-06
339,3.6969375291931576e-06
340,3.6969373574868957e-06
341,3.6969371857791782e-06
342,3.69693701407e-06
343,3.696936842359436e-06
344,3.696936670647362e-06
345,3.7086809916506042e-06
346,3.708680979492919e-06
347,3.708680967340245e-06
348,0.014147683480438952
349,3.708680955192587e-06
350,0.015439994133421838
351,0.005421604475558965
352,3.6902806176889363e-06
353,3.690280421548238e-06
354,3.690280225410715e-06
355,3.6902800292764317e-06
356,0.02688540221696599
357,3.690279833145373e-06
358,3.6902796370175355e-06
359,3.6902794408929366e-06
360,3.6902792447715095e-06
361,3.690279048653368e-06
362,3.690278852538406e-06
363,3.6902786564267167e-06
364,0.021195340043777322
365,3.690278460318202e-06
366,3.6902783684155043e-06
367,3.690278276516814e-06
368,3.6902781846220404e-06
369,3.6902780927313242e-06
370,3.7086809430501047e-06
371,3.690278000844574e-06
372,3.6902779089617673e-06
373,3.6902778170822625e-06
374,3.6902777252061306e-06
375,9.996800406709672e-06
376,3.6902775414636737e-06
377,3.690277449597476e-06
378,3.6902773577344788e-06
379,3.690277265874815e-06
380,3.690277174018491e-06
381,3.690277082165443e-06
382,3.690276990315742e-06
383,3.69027689846933e-06
384,3.6902768066262093e-06
385,3.6902767147864193e-06
386,3.6902766229498638e-06
387,3.69027653111674e-06
388,3.690276439286819e-06
389,3.690276347460219e-06
390,6.559448689284036e-06
391,3.6902761638170248e-06
392,3.690276072157813e-06
393,3.690275980501931e-06
394,0.008630466480303503
395,3.6902758888493825e-06
396,3.690275797200172e-06
397,3.6902757055542267e-06
398,0.014713542224649738
399,3.6836818574384913e-06
400,3.683681748861926e-06
401,0.0073447378191460215
402,3.6836816402888504e-06
403,3.683681531719168e-06
404,3.6836814231529873e-06
405,3.6836813145902293e-06
406,3.683681206030931e-06
407,3.6836810974750973e-06
408,3.6836809889227247e-06
409,3.683680880373721e-06
410,0.02872710582503437
411,0.04839905150367014
412,3.6846803468379525e-06
413,3.6846802966700587e-06
414,3.684680246506224e-06
415,3.684680196346304e-06
416,3.684680146190478e-06
417,0.010673750641657983
418,3.6896948740109253e-06
419,3.689694421507334e-06
420,3.6896939690031705e-06
421,3.689693516498548e-06
422,3.689693063993389e-06
423,3.689692611487694e-06
424,3.689692158981477e-06
425,3.689691706474783e-06
426,3.6896912539675225e-06
427,0.07134800312969725
428,3.6896908014598516e-06
429,3.6896900708626114e-06
430,3.6896893402600466e-06
431,3.6896886096519516e-06
432,3.6896878790384407e-06
433,0.0070169237260184186
434,3.6896871484194973e-06
435,3.6896864177951164e-06
436,3.6896856871653115e-06
437,3.689684956529971e-06
438,3.689684225889296e-06
439,3.6896834952431475e-06
440,3.6896827645915125e-06
441,3.689682033934475e-06
442,0.041423036439577086
443,3.6866649149772954e-06
444,3.6866648848134382e-06
445,3.6866648546566157e-06
446,3.686664824506688e-06
447,3.6866647943638186e-06
448,3.686664764227989e-06
449,3.6866647340991503e-06
450,3.686664703977266e-06
451,3.6866646738623887e-06
452,3.6866646437546004e-06
453,3.6866646136537553e-06
454,3.6866645835599262e-06
455,3.6866645534731253e-06
456,3.686664523393263e-06
457,3.6866644933205343e-06
458,3.6866644632546953e-06
459,3.6866644331959054e-06
460,3.686664403144121e-06
461,3.6866643730993197e-06
462,3.6866643430615612e-06
463,3.6866643130307653e-06
464,3.686664283007039e-06
465,3.6866642529902913e-06
466,3.6866642229805264e-06
467,3.686664192977786e-06
468,3.6866641629820894e-06
469,3.6866641329933364e-06
470,3.6866641030116024e-06
471,3.686663741419695e-06
472,3.6866637114486792e-06
473,3.686663681484683e-06
474,3.6866636515276767e-06
475,3.6866636215776873e-06
476,3.686663591634731e-06
477,3.7045366875302126e-06
478,3.684178125542265e-06
479,3.684178070758964e-06
480,3.6841780159824136e-06
481,3.6841779612126364e-06
482,0.01551103759573462
483,3.684674818371011e-06
484,3.6846747685838535e-06
485,3.684674718803731e-06
486,3.684674669030582e-06
487,3.6846746192644217e-06
488,3.684674569505359e-06
489,3.684674519753179e-06
490,3.6846744700080286e-06
491,3.6846744202699282e-06
492,3.684674370538843e-06
493,3.684674320814697e-06
494,3.684674271097605e-06
495,3.68467422138751e-06
496,3.6846741716844057e-06
497,3.684674121988305e-06
498,3.684674072299246e-06
499,3.6846740226171495e-06
500,3.6846739729420943e-06
501,3.684673923274003e-06
502,3.6846738736129643e-06
503,3.6846738239589434e-06
504,3.684673774311887e-06
505,3.684673724671855e-06
506,3.6846736750388216e-06
507,3.684673625412808e-06
508,3.6846735757937813e-06
509,3.68467352618183e-06
510,3.6846734765768074e-06
511,3.68467342697883e-06
512,3.684673377387841e-06
